AAVS1,ACOX2,ADAMTS16,ARID1B,ATP5B,C2orf78,C8orf86,CCRL2,CD40LG,CHRNA7,CLK3,CLRN2,CYP2C19,CYTH3,DAAM1,DBF4B,DSCR4,EML2,FAM9C,FBXO10,GLI4,ID1,KBTBD2,KIAA0100,LDB3,LHFP,MIA2,MS4A3,NDP,PDX1,PQLC1,PRR3,PTPN1,RAPGEF3,RHDBL,RPL11,RTN4R,SERPINB5,SLC5A9,TIGD2,WDR92,WFDC2
AAVS1,2.26015671644631,5.13115217154148,4.64488064813045,5.07945328261654,2.78329728735278,2.25857319021374,2.66772675112485,3.16870972273072,2.20641238222796,3.45959669970605,4.03237786950746,4.52335450625404,3.98960317187977,3.51335562247324,3.34530524859596,5.03298692143388,5.87959363738598,3.43472705011077,3.21681945318322,2.73844959667609,5.04569718057278,4.91198640354328,2.98095498205233,3.52300744397402,2.59955214396736,4.72084673297372,5.53768157731213,4.69593891362402,3.41149931616124,5.27765004367872,3.02535075487507,5.76366273849088,3.37344280239902,5.58334540450177,6.19891745133172,3.17264301021133,5.52503647804377,4.16334648171105,3.70632017555467,4.22578242936136,2.54166274307725,4.11099248559304
ACOX2,2.82451937133546,1.0043974195519,2.47631243393018,2.05088552107189,2.65665990927321,3.38453594799354,2.6030760975067,2.32989484053992,2.9176887572555,2.00299725174011,1.85088462612238,1.73433242694339,3.63591034194783,2.28070086611783,2.98831440065635,2.05202300168855,2.64572271419925,2.01123158967683,3.92506841928543,2.44495424086238,2.36309737265366,2.88704236150357,2.33648300951205,2.41259912361116,2.39584845378511,2.22089195844668,2.29222265041352,2.77034856163074,2.02620955447121,1.54958705646666,2.59590916552692,2.14853224938942,1.90754961951067,1.16638893050656,2.37744089808898,3.13357145557354,3.11338421123049,2.2026858946599,2.15802213870522,1.47692860021499,2.86879426733372,1.91630766645901
ADAMTS16,2.35444334702011,1.95583272187301,0.83013782841188,2.14494779185363,1.70017703589176,2.11179888377892,1.55076358503943,1.85055591550011,2.18085225904523,2.12985992702149,2.23121584989691,2.34763435354424,2.34902377420322,1.79063600403704,1.54007157458311,2.45323937198684,2.88573129204685,1.85366183320106,3.14826045504513,1.87038622372902,1.74478433489339,2.5516065890142,1.56016334797443,1.68716882564286,1.64557265395019,2.0040140547078,2.68297830070855,1.94571920595195,1.46841697244076,2.29239430153319,1.8932025149962,2.86878067684599,1.61755452050453,2.20904999058091,2.78621396000425,1.92269117739577,2.81808368958121,2.36396694094032,1.76380079123487,1.5243578896389,1.68478232580003,2.04306709755497
ARID1B,3.73474052367338,3.52567994956597,5.08417894384841,2.43768973573924,3.54353830941578,3.83076170693165,3.43432994156326,3.28484629821926,3.54650600494411,3.03126599947114,3.36229426119578,4.26931450452535,4.33511348435003,3.42125445830003,3.68994918058814,4.26516404300605,2.54353369902927,3.13992050715204,6.07807671100721,4.04608272628115,4.10465848199553,4.39982604458554,3.16747732621422,2.90148118333556,3.67928535762544,2.6682013143839,4.54133746528452,5.10767084267833,3.5679275133073,3.19365789416215,3.34423136551672,4.4262588831025,2.98402848743427,3.95062199672793,4.30389370400757,4.06517239554355,3.70139795136343,3.23903884881821,3.4421260269811,3.25571672310239,3.84185799777625,3.41373177077159
ATP5B,2.34970743619221,3.02470500173345,2.53137358042487,2.35297734892018,1.03799054519369,1.33239787015895,1.91991596756504,1.6650087090813,1.26439292438191,3.05057279792649,2.75898716931014,3.30412201981739,1.1630096031914,1.74008437013778,1.52122151591037,3.8065833207556,3.43666067105454,1.74358521931625,4.1471072936665,1.51125710490353,3.39232356672808,3.08741093841098,1.21733363523578,1.33041025185087,1.65668873299411,2.75194927496642,3.09940437038977,3.94441942817899,1.47613088738092,3.03735063195025,1.88303351772168,2.86274378277655,1.88555382802995,3.43928459586849,3.6799224999087,1.34100413133742,2.39095431847087,3.08314289960951,2.80843028538537,1.94837134294145,1.59843162875705,2.61239343937297
C2orf78,1.65428879622244,1.98657317199561,3.33546528884135,2.46315449270729,1.7110220548601,0.935256570158726,1.61541700703957,1.19856259328615,1.59042431853741,1.8084094740092,1.42420667465121,1.94934474177314,1.85947038243641,1.3377371804451,1.97863869004981,2.15721195694188,2.81911163151342,1.28447347506029,3.21133410548538,1.87338850763251,2.10096007891874,2.92325088598365,1.39130059806287,1.66809354351354,1.49064961452028,1.88600543726666,0.903815348883533,2.48166652174727,2.28967739370043,2.38850712599807,1.30071503931611,1.98450532674823,1.25003997124051,2.60651695249801,2.61730962992041,1.35663667442349,3.0157629825873,1.94324681968039,1.66372351529171,1.87934013993828,1.81373021631145,1.67035250891858
C8orf86,1.10235583067748,1.72513662794955,1.74229862972874,1.46768296192734,0.837576438532389,0.883762505258908,0.767540401926478,1.03207106410769,0.910895731909415,1.62302525385662,1.46603077641513,1.47744921714774,1.33440661366439,1.06360515450256,0.865429353946235,1.71760720693579,2.09123331983025,0.871622670982681,3.13501390926675,1.10710895784507,1.95281690713696,2.49342725798568,0.635851145878454,0.918822789103357,0.735996356229704,1.41196245018772,1.99520364615934,2.34482380376811,1.16567660359521,1.81216631257212,1.01353407567378,2.07813536611418,0.858640772612283,1.78159233608242,2.55012468564821,0.931578644822989,1.82521361724258,1.63864605595032,1.33129727997829,1.07110481265919,0.919494365147167,1.38445688280307
CCRL2,1.52762421001102,1.29505273457297,2.51463571127243,2.16701899105899,1.65347928235372,1.87247562140881,1.50282699020141,1.16336524736072,1.83979412007703,1.35289740897795,1.16437353277366,1.23897147494517,2.17929394589852,1.72806043577446,1.91533783795903,1.30883396490601,2.68072176927606,1.41484751122015,3.05331182840478,1.48063715764438,1.64622191359984,1.92457612283609,1.58435475559168,1.82243223754589,1.39391694285655,1.73275140131905,1.72098274712036,1.99547225864255,2.00399855208411,1.47055816546115,1.64492220473593,1.38185141453401,1.29607695785961,1.57919254172592,1.42808679877455,1.64093737465383,2.65892574976386,1.61214270567409,1.34361177586828,1.26761272553603,1.77370130476626,1.23276350477914
CD40LG,2.14936288964461,2.74144700391435,2.66139226441232,1.8828539415214,1.03923306659549,1.08239220082787,1.50404089023117,1.57604920910003,0.621395374489065,2.97073064634982,2.5112772320097,2.24881195051575,1.64221419154264,1.31977909587325,1.64951050149814,3.43530109343304,2.77949835206108,1.60849459154134,3.78563367089965,1.65938016006313,3.35242980604212,2.97418145365244,1.34994536188886,1.41582869474027,1.85475852401214,2.55521394335244,2.86743401207426,2.80235042917674,1.48113394879512,3.02705902113478,1.71892191348582,3.1365609363153,1.79506647376862,3.45973096003971,3.56047419832293,1.44883780274392,2.55396059744421,2.82479213584821,2.71293119308383,1.96665856624569,1.39679320401859,2.55976965851998
CHRNA7,2.05829658490897,1.3078117536939,3.06955901159224,2.53902574960009,2.68217904466406,3.17145652424386,2.02042718694791,1.92900953071922,3.02549224813943,1.03726845878288,1.28948798697938,1.28614806592313,3.72581467348094,2.23012589661369,2.76798983305068,1.14336734757976,2.42518189568325,2.0227843902518,3.17659488980525,2.342287764168,1.6222180537399,2.03170850402016,2.51574720301903,2.81707746636848,2.12264173879978,1.86937906773213,2.30418331642511,1.8125323065213,3.00638315460303,1.30265045049829,2.12653044319808,1.83032253589736,1.8641165108244,1.52254989297537,2.15042001728048,2.86455526639501,3.50710118714458,1.26552095789409,1.48425357701336,1.6588149059645,2.67508411496041,1.41265676429166
