AAVS1,ACOX2,ADAMTS16,ARID1B,ATP5B,C2orf78,C8orf86,CCRL2,CD40LG,CHRNA7,CLK3,CLRN2,CYP2C19,CYTH3,DAAM1,DBF4B,DSCR4,EML2,FAM9C,FBXO10,GLI4,ID1,KBTBD2,KIAA0100,LDB3,LHFP,MIA2,MS4A3,NDP,PDX1,PQLC1,PRR3,PTPN1,RAPGEF3,RHDBL,RPL11,RTN4R,SERPINB5,SLC5A9,TIGD2,WDR92,WFDC2
MS4A3,3.21224727482922,2.24187945649811,4.74690802824167,3.21838890863791,3.01047446068514,3.28558910276042,2.37848355218032,2.41544493281341,3.18006146330973,1.80665222792224,2.4371695607643,3.07082385507823,3.83979101796432,2.99743054957678,3.19119574975031,2.79239136770717,3.47552011648865,2.51430271491662,4.94951134031736,3.16140354190182,3.017713521933,3.38272335914001,2.78056029913459,2.99635625903684,2.86159256957812,2.78183654768953,3.2595248767213,3.78015370276079,3.42920984279361,2.46038905526685,2.83831030401376,2.25396472472296,2.47436566411678,2.84992524714313,3.06588333698001,2.86769856381724,4.1244820293246,2.04894106503185,2.24735944749149,2.69695325469758,3.24314845748938,2.297417935821
NDP,2.25964425652473,1.76699659419707,3.48258090917604,2.37211847080343,1.76020436337245,2.02441431575279,1.46089873635545,1.46977137553539,1.89764406060255,1.05242047631766,1.53048886118662,2.44300281743952,2.73566406411932,1.76740698002988,1.98380155202083,2.23878954904885,2.81979403680335,1.57273823698572,4.18231377126858,2.23122120997193,2.47524390495996,2.91461134450527,1.71365798075933,1.75170789485164,1.98422178513409,1.85412067663733,2.45025329664959,3.09007641898083,2.18922513932933,2.0138791392849,1.71188578016676,1.8108985556418,1.59892538248305,2.39988203358383,2.50219103545726,1.80593134022719,3.23344685581029,1.31869719336524,1.76316458023619,1.63897694493348,1.63600801583182,1.55580307272987
PDX1,2.73415343840343,2.26656636102378,4.65299041851396,3.19888642222763,2.83370733741796,3.16874185956152,2.19935707777775,2.41209786722209,2.88308390191822,1.54422732086693,2.3251065279907,2.74828781295562,3.88636305787322,2.86643179383573,3.1314629437338,2.58236156253187,3.33940734020635,2.43237470689561,3.69712996623908,2.79398395112458,3.04581980213527,3.41498714637413,2.729976874299,2.92059830369534,2.8385447492008,2.74276327772399,3.53846645405508,3.57913864474447,3.24180143643043,2.50016852935533,2.60189071696596,2.30635566466277,2.36457117319133,2.85243932294192,3.13664102709453,2.83375819129676,4.16622072518534,1.93846264079579,2.15198249674427,2.58453520596671,2.93415416317986,2.10184609578992
PQLC1,2.80516117711529,1.96641531813518,4.22915147919711,2.89869293812233,2.66743784779936,3.11549401324325,2.03606074916933,2.17191941280281,2.8683374112377,1.33017293975696,1.94748036144683,2.67631457611488,3.69537472542085,2.60538479638597,2.8507166049084,2.37934299682799,3.09695836325549,2.27162010366981,4.51275420708049,2.86523618378433,2.64284597416353,3.03173469107459,2.57949843372298,2.69600124711038,2.59221762994721,2.33520020814778,3.14382783779402,3.28456152257818,3.11114479100079,2.12455721552798,2.47265580095115,1.96351052806865,2.20609531032779,2.54634816329758,2.69729304094708,2.66245547001442,3.79844775721658,1.58785060801628,1.9671060972847,2.24335256763095,2.67408188646708,1.92457003123464
PRR3,4.18672723880787,3.07128184600026,5.89642180348656,4.21409677525224,3.86360451479787,4.22974650423359,3.15634700342276,3.26618181987898,4.03964543784434,2.34436147821658,3.17037767612384,4.11290641290329,4.97387648071393,3.80819638346627,4.0669414377348,3.70249388350235,4.48068040677786,3.38683406373823,6.16069418988032,4.20499267899575,4.02189310945092,4.45039236250436,3.68208606566522,3.8647125540394,3.8104438776124,3.61005940471966,4.27407871362878,4.79471111715378,4.35432920609249,3.3790888045671,3.69727691586581,3.11645406308269,3.36575699998494,3.7962638789486,4.04593917189322,3.79022284338855,5.30698460882146,2.63455342735181,3.11002159437245,3.52250837173614,3.93713882117709,3.13337384801204
PTPN1,3.57175919469531,2.453496734568,5.17180464253166,3.61243574581652,3.65370068765914,4.11360156098243,2.80050697428671,2.95954020244304,3.88135889285009,1.9873323242027,2.69336638284966,3.25195371502225,4.60277191443927,3.55689730590055,3.80426334209693,2.91936842964355,3.6828625464185,3.05633414284554,5.15623947984254,3.64372638217398,3.17711712467096,3.51945531611577,3.46035924822317,3.68015210014181,3.3285545003068,3.08704719855774,3.81658540898887,3.89635400771458,4.09058426979342,2.60060396793934,3.363197642776,2.43601785258593,2.94273931534686,3.02120029983193,3.23964077612181,3.53974496247521,4.54303979669022,2.22653671236471,2.46118238958009,3.08414850151476,3.87757084880502,2.57029975078484
RAPGEF3,1.8203821153081,1.2182281044446,3.04075834195189,2.02396243841491,1.99907080387884,2.25905262435099,1.43948433829025,1.43749548571821,2.23266634397208,0.82948575530256,1.06640259823602,1.6346537110809,2.66619980787608,1.8111416577578,2.15540368716445,1.44928155728253,2.12380613841878,1.51538064817973,3.23081370917211,1.97118148392109,1.56550083311685,2.02158614084727,1.88460345538883,1.98458118224808,1.73959808948016,1.43085174334042,1.73062130898177,2.19388199345582,2.38984414584389,1.29741581318233,1.67022141998746,1.16162954950283,1.39111474777166,1.66022873388248,1.65815775685336,1.94417494225729,2.70611033468867,1.05314108119244,1.18263523858649,1.45233783844784,2.01385070664791,1.1336107778939
RHDBL,3.454138638759,2.54191705824053,4.94473972802038,3.42113512588708,3.04007104626348,3.44015129602612,2.4783037788284,2.58934712149209,3.18521701688883,1.95574697029591,2.70873343603535,3.3954377714759,4.04534384841756,3.1255620211822,3.24117538444601,3.1216615843202,3.77396382172387,2.69341329281058,5.31028270273446,3.33412505038451,3.41002899827861,3.71797328275168,2.88180736118474,3.05887606952244,3.07761981758104,3.03446920203924,3.89429972347203,4.11679755439268,3.47003516042689,2.75804054399679,2.97977401214429,2.57572763837665,2.69356126326068,3.18172973367842,3.44269004289714,2.97396735518761,4.35964899482707,2.21210469106916,2.55042750043001,2.83987357604055,3.18858573904176,2.53315331394177
RPL11,3.10006162018515,2.1686590682798,4.59160959338957,3.15571260879301,2.96121794199674,3.40616049566007,2.28399361267701,2.42283457389428,3.15860757316497,1.57544735958812,2.24678439755416,2.93495910331398,3.97056935271235,2.91744292552464,3.14091217032303,2.62798676431741,3.35060363889855,2.5233334543943,4.81150187400069,3.12900818604578,2.89712137219783,3.26014973374521,2.83337139081067,2.98773408665602,2.84643149061381,2.62970799419162,3.434597334346,3.57367612421586,3.40350907177351,2.33619941637749,2.76794072255729,2.16894549665942,2.45861967450721,2.75920262008329,2.94959940971571,2.9177418885486,4.07509058682076,1.83057721311217,2.17326760773233,2.54132332608056,3.04276087094996,2.17464525071667
RTN4R,2.65165035095754,1.74795067032748,4.13423017257838,2.83716052504617,2.83125491751997,3.27354055096884,2.06078830364911,2.20823548929558,3.06670811822369,1.27759838909888,1.86354254053314,2.37318499362094,3.75126690506836,2.59658569044083,2.82866602881078,1.971818834326,2.86407459659055,2.19961325203813,4.23887468789196,2.78302209702754,2.31958040030452,2.79361241232746,2.62540706181555,2.78697824561917,2.56475030684528,2.20573742860388,2.98944010517043,3.05416171006282,3.24789118339076,1.85628290059009,2.42358498455173,1.79680496283229,2.13023397138629,2.15398812968132,2.4982438692904,2.77290639619907,3.69080447212865,1.38628695905729,1.82064054933628,2.16267964030378,2.85704182148154,1.71074992395937
