AAVS1,ACOX2,ADAMTS16,ARID1B,ATP5B,C2orf78,C8orf86,CCRL2,CD40LG,CHRNA7,CLK3,CLRN2,CYP2C19,CYTH3,DAAM1,DBF4B,DSCR4,EML2,FAM9C,FBXO10,GLI4,ID1,KBTBD2,KIAA0100,LDB3,LHFP,MIA2,MS4A3,NDP,PDX1,PQLC1,PRR3,PTPN1,RAPGEF3,RHDBL,RPL11,RTN4R,SERPINB5,SLC5A9,TIGD2,WDR92,WFDC2
DAAM1,1.82053937941099,3.15799687121773,1.2106390722452,2.55519710027644,1.19813645445027,2.32848272877695,1.6581451587372,2.5558535717779,1.32577170678636,3.49062338364409,3.16657357257769,2.98508290279128,1.26421368690993,1.746827081809,0.788232989760983,2.57586634256866,2.7304539729098,2.37238858922021,3.80644989258914,2.60484073636189,2.00718158718989,2.73187899226986,1.2669676138065,1.75859221219554,1.552340181242,2.56059647214969,5.40758393644785,2.31914794723635,1.29628146718615,2.59545832087611,1.71885917592434,2.44639139242834,1.94441009423234,2.81720200427437,3.0687045525137,1.52209531098247,1.80919816848691,2.28817524392011,2.0565917288636,2.01024372168491,2.48312174526806,2.44190127048831
DBF4B,1.42598357148456,1.99497869836048,2.60427265958011,1.88478027120007,2.08928608083888,1.96099897052899,2.16396230508887,1.76821074937107,2.62423669945017,1.94292080238019,1.73445321547285,1.26336678025013,2.8178407884752,1.38444689497118,1.24469626123949,0.670046705218793,1.65233970621446,1.2871107354797,1.82368994238078,1.23587821481869,1.43015002449141,1.81086964686448,1.83857063715374,1.59995609953443,1.64763476557745,1.56989538884604,3.89054518558316,2.13454876938831,1.98018721522361,1.34769071230659,1.36734450233775,1.89500213442202,1.35304256406708,1.35008637723305,1.96604962917237,1.89991370465291,1.70673506803405,1.37910455154519,1.75550223692824,1.50730139353741,2.47797506491971,1.5915476826477
DSCR4,2.16175461223141,2.97452770894633,3.67904407953242,1.81111274942221,2.62976118063507,2.77938273282522,2.91421495184192,2.74342127807568,2.74548124470428,3.47207565523819,2.86581139473121,2.56797305917531,3.31302078910721,2.53800058505714,2.67161763834384,2.81378121807166,1.53022009645742,2.50754346206566,3.55747975160892,3.08554222671495,2.83227494268903,2.80550751640901,2.56383809409877,2.20160808387929,2.66306394428558,2.09160699375641,4.95472257500735,3.35338066517531,2.55432202117031,2.77970549884953,2.48022440776233,3.01435653147626,2.43298376716172,2.97766801990974,2.94391309971784,2.97460499597953,1.79934708611816,2.9975530608761,2.27175763224589,2.94858712562259,4.15389077819131,3.10730365149377
EML2,0.648637468003291,1.10035296522224,2.05844632348132,0.797795640781127,1.21286567762877,1.15306610340876,0.935831245735506,0.728338553907844,1.56500860139625,1.51534198125381,0.811325112115994,0.555786501477328,2.09420335506769,1.06224489449055,0.986323030145287,0.55513542737104,0.596828494293942,0.588560861552326,1.71285257503009,0.81301690302921,0.771148748959822,1.0462148051468,1.03712884979355,0.699258226853805,0.813325586903452,0.637072011279648,3.03533391171572,1.19610926118276,1.14311763003408,0.776413331821654,0.64710365713604,1.01430592495763,0.569082880705026,0.735170349783105,0.932259671790064,1.00252034164864,0.657359993290571,0.863431282531454,0.92153475582417,0.694844839449454,1.59358679137085,0.940882253568964
FAM9C,3.92849572713975,5.49940110064506,7.20200793975468,6.53919517177916,5.682318152248,5.52406099690151,5.84326601325463,6.02842944887546,5.49602489454644,5.4748099355635,5.56636049732373,4.75956769884923,5.87633347306154,5.67732418077722,6.04085882683732,5.37209777126385,5.45563419285618,5.26210123618262,1.48716550999811,3.68478904634239,5.89974594984594,5.64264384947932,5.72273177676154,5.89487126561882,5.21100870899606,6.17028208142086,7.52115133832516,7.30733052548786,4.46415248345021,5.76683890742792,4.73142951430032,6.05208384415723,5.40319468334421,5.33055119146812,6.85400382207124,5.98696907409994,6.03742407487541,6.01520241266336,5.68154921850371,6.07026523108717,6.37501993751813,5.2827870467777
FBXO10,1.23781631031976,2.36604979471553,4.00375118801663,2.18986274624752,1.64707506462785,2.53745782112337,1.98959789751341,1.71888978049065,1.93391273583627,2.21901845241459,2.12671925783674,2.89553067654832,2.04289603874857,2.59762629825857,1.73351304751466,1.74027388677835,2.28392801371726,1.74588313323499,2.06475501191215,1.06292660678264,1.9462462206198,1.68359785054794,1.47902299210481,1.66911404687862,1.31812719257251,2.017709772331,5.31856080168188,4.06414605125022,1.33534864552641,1.38927729451418,1.3496990407073,1.55443499470773,1.63702333288,1.69177932780596,2.27410828999705,1.76821861445733,1.51382395834495,1.92942003631527,2.01350234933828,1.602525928005,2.90556191706371,1.55745775936869
GLI4,4.47060350489953,3.21731335886801,2.19451974268619,4.32770949385271,5.87044065938023,4.50320108329325,3.85721709905814,4.54611549650332,6.92877310374625,2.70330172668882,3.75424659975242,2.92690947046191,7.20656216315786,2.89650608416763,4.29990210670945,3.13130589706443,3.63510497773992,3.948796970864,3.70764508207798,3.86324126374724,2.95419809090784,4.06057636240554,5.85902997525251,4.37522421896642,4.76727311595245,3.47574734236606,4.9952811303591,2.394733496855,5.37359885679813,3.48993975335279,4.65993762870915,4.69200273094968,3.78176387018446,3.6173434807969,4.31410109468446,5.62329019051398,4.42080182692763,3.04298424927276,3.21752940802773,4.3575247502302,3.45613221396371,4.90841406948081
ID1,1.35023319578834,1.6457012005414,2.55910021392897,1.98291707562617,1.58488652847207,1.93094268600169,1.53408613356118,1.61517387955561,1.96682999648627,1.71849388867242,1.82695563316467,1.83746029089603,1.92846564055169,1.59917818195259,1.74735862999997,1.86778804190951,1.99418303315137,1.66221727582813,2.91822605623864,1.8405679351151,1.36624940896926,0.684960836276494,1.68333384950854,1.55823705130216,1.33671978782402,1.84114134900959,3.37482271097471,1.96380046596853,1.6610186486838,1.14045839143092,1.70483834761727,1.42292846062304,1.56697870368861,1.79174036862859,1.97740391661301,1.6359025529092,1.65116241934273,1.31915932316605,1.47216300708599,1.92656643741271,2.43769347477992,1.87893330443666
KBTBD2,1.19088532143656,2.46705749140138,2.49561817375812,1.85131448766786,0.613966108490654,1.53179017938205,1.58489470807414,1.81688283410863,0.718243776104912,3.43908812766171,2.49170982657269,2.46380269794381,0.818985696235764,1.57219069492683,0.634217412583075,2.04557124637263,2.16918358614321,1.68438731896244,3.51510237975465,2.03087245321343,2.09451475207717,2.10255288865178,0.627752087618224,1.19321571393541,1.01164768857991,2.08167699310847,4.14221916909414,2.68390199352581,0.878200531518009,2.06666486305072,1.10570039978976,1.75024768533359,1.40199435015274,2.16537926380383,2.53866019083471,1.00960238091923,1.19046217559778,2.10544548141783,2.02185495207012,1.45928324960098,2.58563954670129,1.79485832477676
KIAA0100,2.40440306316201,2.75147430890523,2.46705509469115,2.1985812679839,1.27383783234034,2.28488999278467,2.01219957816007,2.4351971506527,1.35617904939196,3.55953325632974,3.04620018236278,3.14951721402324,1.55938168274668,2.46068732941709,1.51139043177547,3.00139389116554,2.43237688275874,2.40243415762119,7.17291263350541,3.64456609512502,2.46148823772084,2.44868132832477,1.42160466071867,1.57026434342295,1.88224325868932,2.29944580015792,4.37169369904528,2.9519853583394,1.601194213942,2.47462648500503,2.19172667372385,2.13716692833722,2.10931224731072,2.96369756247761,3.33517822129507,1.85483786457745,1.69787082033875,2.42880109443668,2.3651743245498,2.30531504680613,3.36459428040378,2.61490879803999
LDB3,1.00155775182928,2.63451932323074,2.39954023468114,2.06248940940486,0.678311323561574,1.67489372658109,1.40374442920564,1.79934512000998,0.95845113491256,3.21831653975349,2.33762619013351,2.44073265484761,0.805602639341583,2.17566785708547,1.28652954198241,2.46677644574681,2.3397802552932,1.96535353334852,2.92404292435347,1.77162916768166,1.83180384148557,1.58854246053931,0.920903307159811,1.52433947321044,0.770125371115352,2.33273135385574,4.32620091323103,2.5233446196591,1.01120444032767,2.17199186097838,1.42455950941003,1.56534477683346,1.52361336646544,2.30735261761918,2.29534711591675,1.10512832440673,1.32006232799333,2.16057645032292,1.73861670902345,1.5819058026116,2.86624368273163,1.86926658626583
LHFP,1.6089584499012,1.24544140351345,1.24121541897428,1.73376573072972,2.1029396130579,1.727238924429,1.3703409078655,1.59848232184531,2.48801019521223,1.58157758932878,1.45888412820944,1.35582510427447,2.87100460947206,1.38200204934858,1.50609752747745,1.50935012604805,1.19576143470503,1.48112096783274,2.89985924328758,1.80810058190062,0.994814284796299,1.62850303465196,1.91735943073137,1.2946582644282,1.69860562268644,1.10320032981154,2.92725289334378,1.28693094676989,1.99978269306877,1.48064238784105,1.56608715240995,1.55269662145444,1.23189020558721,1.64695577866376,1.46040617242867,1.97676694711501,1.09462287840651,1.22533693838704,0.908914487462235,1.50195553369775,1.84768825984655,1.95981497957064
MIA2,4.47202816709466,4.26081405355473,6.81702652947289,5.66225198261252,4.57717924168541,2.18972846453899,5.17045954834949,4.30448252605601,4.8069926128207,4.75340773424367,3.91010976596623,5.07104233868696,3.1573569206448,3.60296056337036,4.72523840862102,5.03380079467171,5.63883333010435,4.18791028324116,6.99039567567802,5.4550661763252,4.96360541577817,5.66993602156504,4.4739431841066,4.3117788416596,4.68024233418936,4.96118350651614,1.18293750437663,5.90478269576695,4.83522531117876,4.76046484948238,4.39519927310422,5.00716830617221,3.60527792141922,5.37245910204304,5.14556908207433,4.93469986740597,5.13606528905353,4.9177894420682,5.30955747541092,4.69943183256454,4.84126143629007,5.18787028350696
MS4A3,2.69067989597291,2.66078881591144,1.08210443722952,3.18657212166645,2.51323548771122,2.56885692373313,2.00213823072982,2.90543127582247,3.02452475713213,2.47610639467465,2.73933268800684,1.93450967504604,3.45767281139509,1.83020900478302,2.06014258121686,2.49874996566417,2.8584030846163,2.67714535531434,3.95242862082445,3.13847867280046,1.91349364880254,2.6746200313084,2.91013575668437,2.56111539053731,2.45755796211137,2.6172290602762,4.25020594227238,0.701340814644196,2.7457729203671,2.62540235740541,2.74571784346368,2.95911448627409,2.27821501601781,3.06641035601954,2.62990948325787,2.77896042727735,2.68678860357186,2.10845320987059,1.96601831422693,2.53901322737061,2.19944570065078,3.15068058816488
NDP,1.902886084493,2.8199540719375,2.59215007251057,2.60212112756284,0.868981494088758,2.14384129431556,2.43831096383312,2.71440184263343,1.01737592764573,3.8904950585262,3.3527724726327,3.27840979560383,0.806975664815564,2.19239720707177,1.5682253235925,3.30208015093319,3.22087034189976,2.55803975001628,4.1133293717528,2.82363026027842,2.99123388459316,3.04129213209917,1.08788919834841,1.80983758493032,1.56216067636571,3.2701835091331,4.78822780668999,3.4320222916754,0.579238487725956,2.69021577145865,1.91896632065408,2.49817752872804,1.95065400241404,2.89987869176535,3.33593672413277,1.70129377406255,2.0544010413458,2.93202152172182,2.9659050774895,1.53857908493882,2.39663861888725,2.54754694591722
PDX1,4.10484904433819,3.97208430568051,3.46797345653155,4.98801762349091,3.26933761789565,3.65100074106388,3.70542588906644,4.07414649685349,4.1543787450317,4.28688642106711,4.23750714366799,5.00884581197,2.9357193510536,4.35103262171685,3.93478871694984,4.79507236471239,5.21192471127076,4.04440015954742,6.8442386603022,4.52718689289119,3.85312486176372,4.39058044587464,3.56250907639334,3.61819530241255,3.83199500831084,4.60458483736156,3.86082949886152,4.32373842205499,3.8553982817864,3.95665328784168,3.84048939741067,3.97756945723232,3.68060053784812,4.47594172773638,4.56575300437186,3.95388229546577,4.49532825373053,4.13700212231488,4.40707625161993,3.74689167358214,3.90935926167699,4.2826211729839
PQLC1,3.33411694779119,4.17494038017164,6.63024919158395,4.90070190200199,4.96343930542231,4.05638742039102,4.20176221477263,4.40522321910509,5.05772520423598,2.96276716994327,3.94422649005185,4.6312996979001,5.30345332804492,4.42342447831551,5.31326003701293,4.39282274961372,4.28851510055933,4.54257952253375,3.02625044381445,4.09493130868996,4.47444663054322,4.08700508055141,5.02212046401273,4.54067559833909,4.21466741824323,4.26039966341259,4.44035604707259,5.95350156557684,4.9439966235163,3.87459839757839,4.37968332888546,4.14849169087885,4.00796187708223,4.31167554515751,4.95937263706668,4.91328760754813,4.5083597199057,3.78788292492604,3.56657619610722,5.159903131732,5.5047087126556,4.82564276949075
PRR3,1.17779005615671,1.64974731474419,2.90970094727146,1.98214143513428,1.22488564005784,1.9047817719346,1.22999292274716,1.46570982520471,1.48143764571242,1.78865067970027,1.70944087259814,2.03240944072648,1.64519951886021,2.06980794515551,1.85139161797175,2.1974438531513,2.18355112495609,1.80577582646187,3.10735147565324,1.79630484615173,1.64500962090405,1.27083102602813,1.39742443551923,1.47532839262654,1.07545153667156,1.87821464336385,3.70869218086239,2.2971648095379,1.39757903048925,1.39819181864326,1.53088956298894,0.955810001335807,1.4068512452283,1.88755269489568,1.36313920893621,1.37355147016443,1.25067907653807,1.40101979426977,1.16257025316734,1.43607958110289,2.349982427382,1.75187995434057
PTPN1,1.23372274841537,2.05563689009493,1.64781544521315,2.3214044193797,1.19019463209865,1.06394017064691,1.82008884740015,2.04036784129336,1.42658722603894,1.91956529844142,2.06148388463481,1.92739278515184,1.23463510842322,1.22235151705154,1.37723012769157,2.08371065168634,2.26623063111011,1.91180955804968,2.54278211389787,2.14315323593819,1.92792555063767,2.10870972261133,1.47169369281688,1.64984337700317,1.26512565775013,2.16016625482876,2.61002980814031,1.94495916651384,1.02958729628276,1.67410692450295,1.59856251303483,2.20874496866681,1.21370962362649,2.26284163540192,2.26192913221012,1.82630831466464,1.58901559285361,1.95521855800343,1.70490460287831,1.46533491774451,1.68411857436087,2.40783779395059
RAPGEF3,2.56969848210485,0.823834566448808,2.20056927527475,2.19334268220759,3.39176923411145,2.90153699965449,2.2895064381174,2.05776594752058,4.12343153866605,1.68249469894626,1.77068401975094,1.72612283070549,4.87419885687569,2.40464978571326,3.03610807174052,1.77565748549313,2.6102836048757,1.96545376415187,2.50824648844403,1.85181437338089,1.84358270373298,2.31044763207374,2.89767390475058,2.13238749201265,2.11874063593768,2.2438695114888,3.87244307696411,2.40685559374728,2.15028594303461,1.42443709285638,2.43568203751015,1.97895641135005,1.7616253473962,0.981829366627434,2.26360279465001,2.7768946610492,2.37840149148751,1.90922325249948,2.11342827122732,1.52352006778031,2.74147945642715,1.98973501203373
RHDBL,3.95997702591323,3.52398979773519,5.29798709648553,4.95611010301917,3.62736531908427,3.16766489298326,4.19041486416145,4.69787251270432,3.72776216983851,3.56386017259001,3.8331759745741,3.40376381700749,3.99582699696644,2.96749191355249,4.57405361643457,4.55602067644728,4.85805827689407,4.36219287392616,6.50342054944978,5.23989422982776,4.95659843537369,5.02719528227696,4.51789881457992,4.46540892889673,3.84891846624831,4.86299251974443,3.69549076109622,4.27049928097332,3.73968003449069,4.35650202953146,4.50661287944015,4.75260441052482,3.61359582525683,4.40373231404769,4.45808245346915,4.84058796543943,4.56117423035535,3.89716842755868,4.78960594634326,3.94394084130969,2.75283939033928,5.13649757105517
RPL11,1.4209771331269,3.33157620085976,2.53048829600911,2.94070558344818,0.756282537979108,2.08413198230421,1.85522996578733,2.6461584570649,0.629024304742308,3.86968796912041,3.40599824400307,3.19107717574924,0.503655912669315,2.09932938709994,1.4307413948774,3.4504439693406,3.06256386391692,2.75937526221305,3.46834909131584,2.81650276701687,2.84956132176535,2.98153642816358,1.04036563700417,1.92482985172805,1.59466305679033,3.26500892022021,5.25830280482864,3.28696009636221,1.12674499558303,2.97485237556038,1.61457769362521,2.38537186617803,1.93327326867322,3.246646749825,3.20324086060654,1.29069664430775,1.8083586667965,2.69025207587473,2.45521918361445,1.89090496641835,2.30250913218292,2.71085277271629
RTN4R,1.81789921502517,3.07156588453792,2.94382751913305,2.32721863389612,1.3965670556918,2.43065550571161,2.19143548793459,2.49682631308084,1.37577177849444,3.62095956343517,3.25422846341138,3.56554440320231,1.53087861731941,2.49640852520224,1.76776827347677,3.27840359487912,2.52659923851533,2.42869981807799,4.11651938625883,2.76425833655177,2.84950609478484,2.85265186118465,1.44004451290167,1.90127598705946,1.93072091035723,2.55427593227779,5.11581557044672,3.40293285403604,1.46955262186803,2.6651744796214,1.9060673183786,2.53040238123969,1.95447658918332,2.95094181392193,3.43761544381483,1.66975650193313,1.51892388128037,2.80463905443785,2.44290510882606,2.29640111130385,3.16210752827867,2.64849508078193
SERPINB5,1.35761040920833,1.32967281775177,1.83655190909926,1.98383197164765,1.69436458380011,1.82282718212882,1.14921540010894,1.5182715586995,2.00146030818216,1.12153549580513,1.54393738821116,1.03461185403389,2.3362102323246,0.919842362775261,1.20390223232663,0.903568063557049,1.516534346059,1.46281389195742,2.8028438066634,1.79713495321661,1.03944893425356,1.08796695920773,1.74637050867014,1.42385271847443,1.56294046867421,1.38075145762947,3.69566221833942,1.20940233738232,1.91354507943493,0.845040858371956,1.35062122405419,1.46787084198189,1.13629865227752,1.29064753524458,1.61645699526445,1.56884904621486,1.37051190632003,0.699529717552073,1.07375131321506,1.48051939995822,1.56118440132584,1.94971750193838
SLC5A9,1.08018695366179,1.2649050566825,1.82328420381034,1.86808128942391,1.34940220071147,1.61197055334585,0.981204352690962,1.57900725645329,1.61406562750024,1.76078493314135,1.6942625181859,1.69082191586925,2.08284829687517,1.76133050593195,1.33601754675129,1.53961630534883,1.73115877168532,1.63263721605441,2.3576697434746,1.53148073237009,1.49958270104586,1.50502254219668,1.44526229799612,1.38091636499257,0.953601101580216,1.5455090381739,3.4543583055026,1.91075146516496,1.23955228582045,1.31713751058952,1.49284909441154,1.39112449913414,1.23754868069818,1.28932186304077,1.67602438100726,1.43622644892962,1.11388826537326,1.47518141707363,0.846024985751337,1.59335710511622,2.52381964315665,1.73847367988476
